Name,Clothing,Category,Weight,ID,No,ID_W
shirt_1_move10_001_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_002_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_003_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_004_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_005_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_006_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_007_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_008_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_009_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_010_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_011_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_012_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_013_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_014_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_015_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_016_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_017_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_018_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_019_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_020_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_021_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_022_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_023_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_024_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_025_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_026_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_027_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_028_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_029_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_030_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_031_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_032_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_033_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_034_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_035_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_036_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_037_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_038_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_039_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_040_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_041_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_042_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_043_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_044_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_045_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_046_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_047_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_048_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_049_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_050_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_051_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_052_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_053_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_054_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_055_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_056_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_057_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_058_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_059_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_060_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_061_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_062_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_063_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_064_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_065_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_066_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_067_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_068_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_069_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_070_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_071_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_072_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_073_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_074_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_075_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_076_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_077_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_078_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_079_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_080_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_081_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_082_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_083_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_084_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_085_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_086_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_087_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_088_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_089_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_090_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_091_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
shirt_1_move10_092_rgb_masked.png,shirt_one,SHIRT,medium,1,2,1
